Source.Name,¼Ó¼º,DeployLocationID,Tag,AreaObjectID,#Territory:Position_X,#Territory:Position_Y,Territory:TerritoryType,Territory:Position,Territory:Radius,Territory:Direction
db_area_40913_deploy_location.xlsm,b_0,23,CommonGimmick_Tower,70002,45,26,Position,"{""X"":45,""Y"":26}",0,180
db_area_40913_deploy_location.xlsm,b_0,24,CommonGimmick_Tower,70002,36,18,Position,"{""X"":36,""Y"":18}",0,180
db_area_40913_deploy_location.xlsm,b_0,25,CommonGimmick_Tower,70002,40,19,Position,"{""X"":40,""Y"":19}",0,180
db_area_40913_deploy_location.xlsm,b_0,26,CommonGimmick_Tower,70002,42,23,Position,"{""X"":42,""Y"":23}",0,180
db_area_40913_deploy_location.xlsm,b_0,27,CommonGimmick_Tower,70002,48,27,Position,"{""X"":48,""Y"":27}",0,180
db_area_40913_deploy_location.xlsm,b_0,28,CommonGimmick_Tower,70002,48,24,Position,"{""X"":48,""Y"":24}",0,180
db_area_40914_deploy_location.xlsm,b_0,1,F0,409070,50,16,Square,"{""X"":50,""Y"":16}",2,180
db_area_40914_deploy_location.xlsm,b_0,2,G0,409080,36,29,Square,"{""X"":36,""Y"":29}",2,180
db_area_40914_deploy_location.xlsm,b_0,3,F0,409070,53,23,Square,"{""X"":53,""Y"":23}",2,180
db_area_40914_deploy_location.xlsm,b_0,4,F0,409070,40,12,Square,"{""X"":40,""Y"":12}",2,180
db_area_40914_deploy_location.xlsm,b_0,5,G0,409080,46,12,Square,"{""X"":46,""Y"":12}",2,180
db_area_40914_deploy_location.xlsm,b_0,6,D1,409051,33,25,Square,"{""X"":33,""Y"":25}",2,180
db_area_40914_deploy_location.xlsm,b_0,7,D1,409051,50,20,Square,"{""X"":50,""Y"":20}",2,180
db_area_40914_deploy_location.xlsm,b_0,8,F0,409070,37,18,Square,"{""X"":37,""Y"":18}",2,180
db_area_40914_deploy_location.xlsm,b_0,9,G0,409080,34,22,Square,"{""X"":34,""Y"":22}",2,180
db_area_40914_deploy_location.xlsm,b_0,10,E1,409061,54,19,Square,"{""X"":54,""Y"":19}",2,180
db_area_40914_deploy_location.xlsm,b_0,11,E1,409061,49,14,Square,"{""X"":49,""Y"":14}",2,180
db_area_40914_deploy_location.xlsm,b_0,12,E1,409061,44,13,Square,"{""X"":44,""Y"":13}",2,180
db_area_40914_deploy_location.xlsm,b_0,13,E1,409061,39,31,Square,"{""X"":39,""Y"":31}",2,180
db_area_40914_deploy_location.xlsm,b_0,14,E1,409061,44,32,Square,"{""X"":44,""Y"":32}",2,180
db_area_40914_deploy_location.xlsm,b_0,15,D1,409051,49,30,Square,"{""X"":49,""Y"":30}",2,180
db_area_40914_deploy_location.xlsm,b_0,16,E1,409061,51,26,Square,"{""X"":51,""Y"":26}",2,180
db_area_40914_deploy_location.xlsm,b_0,17,G0,409080,39,15,Square,"{""X"":39,""Y"":15}",2,180
db_area_40914_deploy_location.xlsm,b_0,18,G0,409080,36,26,Square,"{""X"":36,""Y"":26}",2,180
db_area_40914_deploy_location.xlsm,b_0,19,CommonGimmick_Tower,70002,46,21,Position,"{""X"":46,""Y"":21}",0,180
db_area_40914_deploy_location.xlsm,b_0,20,CommonGimmick_Tower,70002,40,16,Position,"{""X"":40,""Y"":16}",0,180
db_area_40914_deploy_location.xlsm,b_0,21,CommonGimmick_Tower,70002,36,23,Position,"{""X"":36,""Y"":23}",0,180
db_area_40914_deploy_location.xlsm,b_0,22,CommonGimmick_Tower,70002,35,25,Position,"{""X"":35,""Y"":25}",0,180
db_area_40914_deploy_location.xlsm,b_0,23,CommonGimmick_Tower,70002,40,28,Position,"{""X"":40,""Y"":28}",0,180
db_area_40914_deploy_location.xlsm,b_0,24,CommonGimmick_Tower,70002,45,19,Position,"{""X"":45,""Y"":19}",0,180
db_area_40914_deploy_location.xlsm,b_0,25,CommonGimmick_Tower,70002,49,20,Position,"{""X"":49,""Y"":20}",0,180
db_area_40914_deploy_location.xlsm,b_0,26,CommonGimmick_Tower,70002,45,30,Position,"{""X"":45,""Y"":30}",0,180
db_area_40914_deploy_location.xlsm,b_0,27,CommonGimmick_Tower,70002,45,26,Position,"{""X"":45,""Y"":26}",0,180
db_area_40914_deploy_location.xlsm,b_0,28,CommonGimmick_Tower,70002,36,18,Position,"{""X"":36,""Y"":18}",0,180
db_area_40914_deploy_location.xlsm,b_0,29,CommonGimmick_Tower,70002,40,19,Position,"{""X"":40,""Y"":19}",0,180
db_area_40914_deploy_location.xlsm,b_0,30,CommonGimmick_Tower,70002,42,23,Position,"{""X"":42,""Y"":23}",0,180
db_area_40914_deploy_location.xlsm,b_0,31,CommonGimmick_Tower,70002,48,27,Position,"{""X"":48,""Y"":27}",0,180
db_area_40914_deploy_location.xlsm,b_0,32,CommonGimmick_Tower,70002,48,24,Position,"{""X"":48,""Y"":24}",0,180
db_area_40915_deploy_location.xlsm,b_0,1,A1,409021,50,16,Square,"{""X"":50,""Y"":16}",2,180
db_area_40915_deploy_location.xlsm,b_0,2,A2,409022,36,29,Square,"{""X"":36,""Y"":29}",2,180
db_area_40915_deploy_location.xlsm,b_0,3,A2,409022,53,23,Square,"{""X"":53,""Y"":23}",2,180
db_area_40915_deploy_location.xlsm,b_0,4,B1,409031,40,12,Square,"{""X"":40,""Y"":12}",2,180
db_area_40915_deploy_location.xlsm,b_0,5,A2,409022,46,12,Square,"{""X"":46,""Y"":12}",2,180
db_area_40915_deploy_location.xlsm,b_0,6,B1,409031,33,25,Square,"{""X"":33,""Y"":25}",2,180
db_area_40915_deploy_location.xlsm,b_0,7,B2,409032,50,20,Square,"{""X"":50,""Y"":20}",2,180
db_area_40915_deploy_location.xlsm,b_0,8,D1,409051,37,18,Square,"{""X"":37,""Y"":18}",2,180
db_area_40915_deploy_location.xlsm,b_0,9,D1,409051,34,22,Square,"{""X"":34,""Y"":22}",2,180
db_area_40915_deploy_location.xlsm,b_0,10,E1,409061,54,19,Square,"{""X"":54,""Y"":19}",2,180
db_area_40915_deploy_location.xlsm,b_0,11,E1,409061,49,14,Square,"{""X"":49,""Y"":14}",2,180
db_area_40915_deploy_location.xlsm,b_0,12,G0,409080,44,13,Square,"{""X"":44,""Y"":13}",2,180
db_area_40915_deploy_location.xlsm,b_0,13,F0,409070,39,31,Square,"{""X"":39,""Y"":31}",2,180
db_area_40915_deploy_location.xlsm,b_0,14,F0,409070,44,32,Square,"{""X"":44,""Y"":32}",2,180
db_area_40915_deploy_location.xlsm,b_0,15,G0,409080,49,30,Square,"{""X"":49,""Y"":30}",2,180
db_area_40915_deploy_location.xlsm,b_0,16,Elite0,409010,51,26,Square,"{""X"":51,""Y"":26}",2,180
db_area_40915_deploy_location.xlsm,b_0,17,Boss_1,409001,39,15,Square,"{""X"":39,""Y"":15}",2,180
db_area_40915_deploy_location.xlsm,b_0,18,CommonGimmick_Tower,70002,46,21,Position,"{""X"":46,""Y"":21}",0,180
db_area_40915_deploy_location.xlsm,b_0,19,CommonGimmick_Tower,70002,40,16,Position,"{""X"":40,""Y"":16}",0,180
db_area_40915_deploy_location.xlsm,b_0,20,CommonGimmick_Tower,70002,36,23,Position,"{""X"":36,""Y"":23}",0,180
db_area_40915_deploy_location.xlsm,b_0,21,CommonGimmick_Tower,70002,35,25,Position,"{""X"":35,""Y"":25}",0,180
db_area_40915_deploy_location.xlsm,b_0,22,CommonGimmick_Tower,70002,40,28,Position,"{""X"":40,""Y"":28}",0,180
db_area_40915_deploy_location.xlsm,b_0,23,CommonGimmick_Tower,70002,45,19,Position,"{""X"":45,""Y"":19}",0,180
db_area_40915_deploy_location.xlsm,b_0,24,CommonGimmick_Tower,70002,49,20,Position,"{""X"":49,""Y"":20}",0,180
db_area_40915_deploy_location.xlsm,b_0,25,CommonGimmick_Tower,70002,45,30,Position,"{""X"":45,""Y"":30}",0,180
db_area_40915_deploy_location.xlsm,b_0,26,CommonGimmick_Tower,70002,45,26,Position,"{""X"":45,""Y"":26}",0,180
db_area_40915_deploy_location.xlsm,b_0,27,CommonGimmick_Tower,70002,36,18,Position,"{""X"":36,""Y"":18}",0,180
db_area_40915_deploy_location.xlsm,b_0,28,CommonGimmick_Tower,70002,40,19,Position,"{""X"":40,""Y"":19}",0,180
db_area_40915_deploy_location.xlsm,b_0,29,CommonGimmick_Tower,70002,42,23,Position,"{""X"":42,""Y"":23}",0,180
db_area_40915_deploy_location.xlsm,b_0,30,CommonGimmick_Tower,70002,48,27,Position,"{""X"":48,""Y"":27}",0,180
db_area_40915_deploy_location.xlsm,b_0,31,CommonGimmick_Tower,70002,48,24,Position,"{""X"":48,""Y"":24}",0,180
db_area_40916_deploy_location.xlsm,b_0,1,F1,409071,50,16,Square,"{""X"":50,""Y"":16}",2,180
db_area_40916_deploy_location.xlsm,b_0,2,F1,409071,36,29,Square,"{""X"":36,""Y"":29}",2,180
db_area_40916_deploy_location.xlsm,b_0,3,F1,409071,53,23,Square,"{""X"":53,""Y"":23}",2,180
db_area_40916_deploy_location.xlsm,b_0,4,F1,409071,40,12,Square,"{""X"":40,""Y"":12}",2,180
db_area_40916_deploy_location.xlsm,b_0,5,G1,409081,46,12,Square,"{""X"":46,""Y"":12}",2,180
db_area_40916_deploy_location.xlsm,b_0,6,D1,409051,33,25,Square,"{""X"":33,""Y"":25}",2,180
db_area_40916_deploy_location.xlsm,b_0,7,G1,409081,50,20,Square,"{""X"":50,""Y"":20}",2,180
db_area_40916_deploy_location.xlsm,b_0,8,D1,409051,37,18,Square,"{""X"":37,""Y"":18}",2,180
db_area_40916_deploy_location.xlsm,b_0,9,E1,409061,34,22,Square,"{""X"":34,""Y"":22}",2,180
db_area_40916_deploy_location.xlsm,b_0,10,G1,409081,54,19,Square,"{""X"":54,""Y"":19}",2,180
db_area_40916_deploy_location.xlsm,b_0,11,G1,409081,49,14,Square,"{""X"":49,""Y"":14}",2,180
db_area_40916_deploy_location.xlsm,b_0,12,G1,409081,44,13,Square,"{""X"":44,""Y"":13}",2,180
db_area_40916_deploy_location.xlsm,b_0,13,G1,409081,39,31,Square,"{""X"":39,""Y"":31}",2,180
db_area_40916_deploy_location.xlsm,b_0,14,CommonGimmick_Tower,70002,46,21,Position,"{""X"":46,""Y"":21}",0,180
db_area_40916_deploy_location.xlsm,b_0,15,CommonGimmick_Tower,70002,40,16,Position,"{""X"":40,""Y"":16}",0,180
db_area_40916_deploy_location.xlsm,b_0,16,CommonGimmick_Tower,70002,36,23,Position,"{""X"":36,""Y"":23}",0,180
db_area_40916_deploy_location.xlsm,b_0,17,CommonGimmick_Tower,70002,35,25,Position,"{""X"":35,""Y"":25}",0,180
db_area_40916_deploy_location.xlsm,b_0,18,CommonGimmick_Tower,70002,40,28,Position,"{""X"":40,""Y"":28}",0,180
db_area_40916_deploy_location.xlsm,b_0,19,CommonGimmick_Tower,70002,45,19,Position,"{""X"":45,""Y"":19}",0,180
db_area_40916_deploy_location.xlsm,b_0,20,CommonGimmick_Tower,70002,49,20,Position,"{""X"":49,""Y"":20}",0,180
db_area_40916_deploy_location.xlsm,b_0,21,CommonGimmick_Tower,70002,45,30,Position,"{""X"":45,""Y"":30}",0,180
db_area_40916_deploy_location.xlsm,b_0,22,CommonGimmick_Tower,70002,45,26,Position,"{""X"":45,""Y"":26}",0,180
db_area_40916_deploy_location.xlsm,b_0,23,CommonGimmick_Tower,70002,36,18,Position,"{""X"":36,""Y"":18}",0,180
db_area_40916_deploy_location.xlsm,b_0,24,CommonGimmick_Tower,70002,40,19,Position,"{""X"":40,""Y"":19}",0,180
db_area_40916_deploy_location.xlsm,b_0,25,CommonGimmick_Tower,70002,42,23,Position,"{""X"":42,""Y"":23}",0,180
db_area_40916_deploy_location.xlsm,b_0,26,CommonGimmick_Tower,70002,48,27,Position,"{""X"":48,""Y"":27}",0,180
db_area_40916_deploy_location.xlsm,b_0,27,CommonGimmick_Tower,70002,48,24,Position,"{""X"":48,""Y"":24}",0,180
db_area_40917_deploy_location.xlsm,b_0,1,A2,409022,50,16,Square,"{""X"":50,""Y"":16}",2,180
db_area_40917_deploy_location.xlsm,b_0,2,A2,409022,36,29,Square,"{""X"":36,""Y"":29}",2,180
db_area_40917_deploy_location.xlsm,b_0,3,A2,409022,53,23,Square,"{""X"":53,""Y"":23}",2,180
db_area_40917_deploy_location.xlsm,b_0,4,A2,409022,40,12,Square,"{""X"":40,""Y"":12}",2,180
db_area_40917_deploy_location.xlsm,b_0,5,B2,409032,46,12,Square,"{""X"":46,""Y"":12}",2,180
db_area_40917_deploy_location.xlsm,b_0,6,B2,409032,33,25,Square,"{""X"":33,""Y"":25}",2,180
db_area_40917_deploy_location.xlsm,b_0,7,C2,409042,50,20,Square,"{""X"":50,""Y"":20}",2,180
db_area_40917_deploy_location.xlsm,b_0,8,B2,409032,37,18,Square,"{""X"":37,""Y"":18}",2,180
db_area_40917_deploy_location.xlsm,b_0,9,B2,409032,34,22,Square,"{""X"":34,""Y"":22}",2,180
db_area_40917_deploy_location.xlsm,b_0,10,C2,409042,54,19,Square,"{""X"":54,""Y"":19}",2,180
db_area_40917_deploy_location.xlsm,b_0,11,Elite0,409010,49,14,Square,"{""X"":49,""Y"":14}",2,180
db_area_40917_deploy_location.xlsm,b_0,12,Elite1,409011,44,13,Square,"{""X"":44,""Y"":13}",2,180
db_area_40917_deploy_location.xlsm,b_0,13,CommonGimmick_Tower,70002,46,21,Position,"{""X"":46,""Y"":21}",0,180
db_area_40917_deploy_location.xlsm,b_0,14,CommonGimmick_Tower,70002,40,16,Position,"{""X"":40,""Y"":16}",0,180
db_area_40917_deploy_location.xlsm,b_0,15,CommonGimmick_Tower,70002,36,23,Position,"{""X"":36,""Y"":23}",0,180
db_area_40917_deploy_location.xlsm,b_0,16,CommonGimmick_Tower,70002,35,25,Position,"{""X"":35,""Y"":25}",0,180
db_area_40917_deploy_location.xlsm,b_0,17,CommonGimmick_Tower,70002,40,28,Position,"{""X"":40,""Y"":28}",0,180
db_area_40917_deploy_location.xlsm,b_0,18,CommonGimmick_Tower,70002,45,19,Position,"{""X"":45,""Y"":19}",0,180
db_area_40917_deploy_location.xlsm,b_0,19,CommonGimmick_Tower,70002,49,20,Position,"{""X"":49,""Y"":20}",0,180
db_area_40917_deploy_location.xlsm,b_0,20,CommonGimmick_Tower,70002,45,30,Position,"{""X"":45,""Y"":30}",0,180
db_area_40917_deploy_location.xlsm,b_0,21,CommonGimmick_Tower,70002,45,26,Position,"{""X"":45,""Y"":26}",0,180
db_area_40917_deploy_location.xlsm,b_0,22,CommonGimmick_Tower,70002,36,18,Position,"{""X"":36,""Y"":18}",0,180
db_area_40917_deploy_location.xlsm,b_0,23,CommonGimmick_Tower,70002,40,19,Position,"{""X"":40,""Y"":19}",0,180
db_area_40917_deploy_location.xlsm,b_0,24,CommonGimmick_Tower,70002,42,23,Position,"{""X"":42,""Y"":23}",0,180
db_area_40917_deploy_location.xlsm,b_0,25,CommonGimmick_Tower,70002,48,27,Position,"{""X"":48,""Y"":27}",0,180
db_area_40917_deploy_location.xlsm,b_0,26,CommonGimmick_Tower,70002,48,24,Position,"{""X"":48,""Y"":24}",0,180
db_area_40918_deploy_location.xlsm,b_0,1,D2,409052,50,16,Square,"{""X"":50,""Y"":16}",2,180
db_area_40918_deploy_location.xlsm,b_0,2,D2,409052,36,29,Square,"{""X"":36,""Y"":29}",2,180
db_area_40918_deploy_location.xlsm,b_0,3,E2,409062,53,23,Square,"{""X"":53,""Y"":23}",2,180
db_area_40918_deploy_location.xlsm,b_0,4,F2,409072,40,12,Square,"{""X"":40,""Y"":12}",2,180
db_area_40918_deploy_location.xlsm,b_0,5,G2,409082,46,12,Square,"{""X"":46,""Y"":12}",2,180
db_area_40918_deploy_location.xlsm,b_0,6,F2,409072,33,25,Square,"{""X"":33,""Y"":25}",2,180
db_area_40918_deploy_location.xlsm,b_0,7,G2,409082,50,20,Square,"{""X"":50,""Y"":20}",2,180
db_area_40918_deploy_location.xlsm,b_0,8,E2,409062,37,18,Square,"{""X"":37,""Y"":18}",2,180
db_area_40918_deploy_location.xlsm,b_0,9,E2,409062,34,22,Square,"{""X"":34,""Y"":22}",2,180
db_area_40918_deploy_location.xlsm,b_0,10,G2,409082,54,19,Square,"{""X"":54,""Y"":19}",2,180
db_area_40918_deploy_location.xlsm,b_0,11,CommonGimmick_Tower,70002,46,21,Position,"{""X"":46,""Y"":21}",0,180
db_area_40918_deploy_location.xlsm,b_0,12,CommonGimmick_Tower,70002,40,16,Position,"{""X"":40,""Y"":16}",0,180
db_area_40918_deploy_location.xlsm,b_0,13,CommonGimmick_Tower,70002,36,23,Position,"{""X"":36,""Y"":23}",0,180
db_area_40918_deploy_location.xlsm,b_0,14,CommonGimmick_Tower,70002,35,25,Position,"{""X"":35,""Y"":25}",0,180
db_area_40918_deploy_location.xlsm,b_0,15,CommonGimmick_Tower,70002,40,28,Position,"{""X"":40,""Y"":28}",0,180
db_area_40918_deploy_location.xlsm,b_0,16,CommonGimmick_Tower,70002,45,19,Position,"{""X"":45,""Y"":19}",0,180
db_area_40918_deploy_location.xlsm,b_0,17,CommonGimmick_Tower,70002,49,20,Position,"{""X"":49,""Y"":20}",0,180
db_area_40918_deploy_location.xlsm,b_0,18,CommonGimmick_Tower,70002,45,30,Position,"{""X"":45,""Y"":30}",0,180
db_area_40918_deploy_location.xlsm,b_0,19,CommonGimmick_Tower,70002,45,26,Position,"{""X"":45,""Y"":26}",0,180
db_area_40918_deploy_location.xlsm,b_0,20,CommonGimmick_Tower,70002,36,18,Position,"{""X"":36,""Y"":18}",0,180
db_area_40918_deploy_location.xlsm,b_0,21,CommonGimmick_Tower,70002,40,19,Position,"{""X"":40,""Y"":19}",0,180
db_area_40918_deploy_location.xlsm,b_0,22,CommonGimmick_Tower,70002,42,23,Position,"{""X"":42,""Y"":23}",0,180
db_area_40918_deploy_location.xlsm,b_0,23,CommonGimmick_Tower,70002,48,27,Position,"{""X"":48,""Y"":27}",0,180
db_area_40918_deploy_location.xlsm,b_0,24,CommonGimmick_Tower,70002,48,24,Position,"{""X"":48,""Y"":24}",0,180
db_area_40919_deploy_location.xlsm,b_0,1,A1,409021,50,16,Square,"{""X"":50,""Y"":16}",2,180
db_area_40919_deploy_location.xlsm,b_0,2,A1,409021,36,29,Square,"{""X"":36,""Y"":29}",2,180
db_area_40919_deploy_location.xlsm,b_0,3,A1,409021,53,23,Square,"{""X"":53,""Y"":23}",2,180
db_area_40919_deploy_location.xlsm,b_0,4,A2,409022,40,12,Square,"{""X"":40,""Y"":12}",2,180
db_area_40919_deploy_location.xlsm,b_0,5,A1,409021,46,12,Square,"{""X"":46,""Y"":12}",2,180
db_area_40919_deploy_location.xlsm,b_0,6,A2,409022,33,25,Square,"{""X"":33,""Y"":25}",2,180
db_area_40919_deploy_location.xlsm,b_0,7,Elite0,409010,50,20,Square,"{""X"":50,""Y"":20}",2,180
db_area_40919_deploy_location.xlsm,b_0,8,B1,409031,37,18,Square,"{""X"":37,""Y"":18}",2,180
db_area_40919_deploy_location.xlsm,b_0,9,B2,409032,34,22,Square,"{""X"":34,""Y"":22}",2,180
db_area_40919_deploy_location.xlsm,b_0,10,D2,409052,54,19,Square,"{""X"":54,""Y"":19}",2,180
db_area_40919_deploy_location.xlsm,b_0,11,D2,409052,49,14,Square,"{""X"":49,""Y"":14}",2,180
db_area_40919_deploy_location.xlsm,b_0,12,D2,409052,44,13,Square,"{""X"":44,""Y"":13}",2,180
db_area_40919_deploy_location.xlsm,b_0,13,D2,409052,39,31,Square,"{""X"":39,""Y"":31}",2,180
db_area_40919_deploy_location.xlsm,b_0,14,Elite1,409011,44,32,Square,"{""X"":44,""Y"":32}",2,180
db_area_40919_deploy_location.xlsm,b_0,15,E2,409062,49,30,Square,"{""X"":49,""Y"":30}",2,180
db_area_40919_deploy_location.xlsm,b_0,16,E2,409062,51,26,Square,"{""X"":51,""Y"":26}",2,180
db_area_40919_deploy_location.xlsm,b_0,17,G2,409082,39,15,Square,"{""X"":39,""Y"":15}",2,180
db_area_40919_deploy_location.xlsm,b_0,18,D2,409052,36,26,Square,"{""X"":36,""Y"":26}",2,180
db_area_40919_deploy_location.xlsm,b_0,19,D2,409052,34,19,Square,"{""X"":34,""Y"":19}",2,180
db_area_40919_deploy_location.xlsm,b_0,20,Boss0,409000,36,15,Square,"{""X"":36,""Y"":15}",2,180
db_area_40919_deploy_location.xlsm,b_0,21,Boss1,409001,47,32,Square,"{""X"":47,""Y"":32}",2,180
db_area_40919_deploy_location.xlsm,b_0,22,E2,409062,47,29,Square,"{""X"":47,""Y"":29}",2,180
db_area_40919_deploy_location.xlsm,b_0,23,G2,409082,42,29,Square,"{""X"":42,""Y"":29}",2,180
db_area_40919_deploy_location.xlsm,b_0,24,CommonGimmick_Tower,70002,46,21,Position,"{""X"":46,""Y"":21}",0,180
db_area_40919_deploy_location.xlsm,b_0,25,CommonGimmick_Tower,70002,40,16,Position,"{""X"":40,""Y"":16}",0,180
db_area_40919_deploy_location.xlsm,b_0,26,CommonGimmick_Tower,70002,36,23,Position,"{""X"":36,""Y"":23}",0,180
db_area_40919_deploy_location.xlsm,b_0,27,CommonGimmick_Tower,70002,35,25,Position,"{""X"":35,""Y"":25}",0,180
db_area_40919_deploy_location.xlsm,b_0,28,CommonGimmick_Tower,70002,40,28,Position,"{""X"":40,""Y"":28}",0,180
db_area_40919_deploy_location.xlsm,b_0,29,CommonGimmick_Tower,70002,45,19,Position,"{""X"":45,""Y"":19}",0,180
db_area_40919_deploy_location.xlsm,b_0,30,CommonGimmick_Tower,70002,49,20,Position,"{""X"":49,""Y"":20}",0,180
db_area_40919_deploy_location.xlsm,b_0,31,CommonGimmick_Tower,70002,45,30,Position,"{""X"":45,""Y"":30}",0,180
db_area_40919_deploy_location.xlsm,b_0,32,CommonGimmick_Tower,70002,45,26,Position,"{""X"":45,""Y"":26}",0,180
db_area_40919_deploy_location.xlsm,b_0,33,CommonGimmick_Tower,70002,36,18,Position,"{""X"":36,""Y"":18}",0,180
db_area_40919_deploy_location.xlsm,b_0,34,CommonGimmick_Tower,70002,40,19,Position,"{""X"":40,""Y"":19}",0,180
db_area_40919_deploy_location.xlsm,b_0,35,CommonGimmick_Tower,70002,42,23,Position,"{""X"":42,""Y"":23}",0,180
db_area_40919_deploy_location.xlsm,b_0,36,CommonGimmick_Tower,70002,48,27,Position,"{""X"":48,""Y"":27}",0,180
db_area_40919_deploy_location.xlsm,b_0,37,CommonGimmick_Tower,70002,48,24,Position,"{""X"":48,""Y"":24}",0,180
db_area_41000_deploy_location.xlsm,b_0,1,A0,410020,63,13,Square,"{""X"":63,""Y"":13}",2,180
db_area_41000_deploy_location.xlsm,b_0,2,A0,410020,69,32,Square,"{""X"":69,""Y"":32}",2,180
db_area_41000_deploy_location.xlsm,b_0,3,A0,410020,68,19,Square,"{""X"":68,""Y"":19}",2,180
db_area_41000_deploy_location.xlsm,b_0,4,A0,410020,34,14,Square,"{""X"":34,""Y"":14}",2,180
db_area_41000_deploy_location.xlsm,b_0,5,A1,410021,35,11,Square,"{""X"":35,""Y"":11}",2,180
db_area_41000_deploy_location.xlsm,b_0,6,A1,410021,65,28,Square,"{""X"":65,""Y"":28}",2,180
db_area_41000_deploy_location.xlsm,b_0,7,A1,410021,53,27,Square,"{""X"":53,""Y"":27}",2,180
db_area_41000_deploy_location.xlsm,b_0,8,A0,410020,49,28,Square,"{""X"":49,""Y"":28}",2,180
db_area_41000_deploy_location.xlsm,b_0,9,A1,410021,68,35,Square,"{""X"":68,""Y"":35}",2,180
db_area_41000_deploy_location.xlsm,b_0,10,Elite0,410010,72,25,Square,"{""X"":72,""Y"":25}",2,180
db_area_41000_deploy_location.xlsm,b_0,11,CommonGimmick_Tower,70002,58,12,Position,"{""X"":58,""Y"":12}",0,180
db_area_41000_deploy_location.xlsm,b_0,12,CommonGimmick_Tower,70002,51,26,Position,"{""X"":51,""Y"":26}",0,180
db_area_41000_deploy_location.xlsm,b_0,13,CommonGimmick_Tower,70002,35,27,Position,"{""X"":35,""Y"":27}",0,180
db_area_41000_deploy_location.xlsm,b_0,14,CommonGimmick_Tower,70002,55,27,Position,"{""X"":55,""Y"":27}",0,180
db_area_41000_deploy_location.xlsm,b_0,15,CommonGimmick_Tower,70002,65,31,Position,"{""X"":65,""Y"":31}",0,180
db_area_41000_deploy_location.xlsm,b_0,16,CommonGimmick_Tower,70002,38,12,Position,"{""X"":38,""Y"":12}",0,180
db_area_41000_deploy_location.xlsm,b_0,17,CommonGimmick_Tower,70002,64,17,Position,"{""X"":64,""Y"":17}",0,180
db_area_41000_deploy_location.xlsm,b_0,18,CommonGimmick_Tower,70002,42,32,Position,"{""X"":42,""Y"":32}",0,180
db_area_41000_deploy_location.xlsm,b_0,19,CommonGimmick_Tower,70002,70,23,Position,"{""X"":70,""Y"":23}",0,180
db_area_41000_deploy_location.xlsm,b_0,20,CommonGimmick_Tower,70002,31,20,Position,"{""X"":31,""Y"":20}",0,180
db_area_41000_deploy_location.xlsm,b_0,21,CommonGimmick_Tower,70002,48,10,Position,"{""X"":48,""Y"":10}",0,180
db_area_41000_deploy_location.xlsm,b_0,22,CommonGimmick_Tower,70002,35,29,Position,"{""X"":35,""Y"":29}",0,180
db_area_41000_deploy_location.xlsm,b_0,23,CommonGimmick_Tower,70002,52,9,Position,"{""X"":52,""Y"":9}",0,180
db_area_41000_deploy_location.xlsm,b_0,24,CommonGimmick_Tower,70002,75,33,Position,"{""X"":75,""Y"":33}",0,180
db_area_41001_deploy_location.xlsm,b_0,1,B0,410030,63,13,Square,"{""X"":63,""Y"":13}",2,180
db_area_41001_deploy_location.xlsm,b_0,2,A0,410020,69,32,Square,"{""X"":69,""Y"":32}",2,180
db_area_41001_deploy_location.xlsm,b_0,3,B0,410030,68,19,Square,"{""X"":68,""Y"":19}",2,180
db_area_41001_deploy_location.xlsm,b_0,4,A0,410020,34,14,Square,"{""X"":34,""Y"":14}",2,180
db_area_41001_deploy_location.xlsm,b_0,5,A0,410020,35,11,Square,"{""X"":35,""Y"":11}",2,180
db_area_41001_deploy_location.xlsm,b_0,6,A0,410020,65,28,Square,"{""X"":65,""Y"":28}",2,180
db_area_41001_deploy_location.xlsm,b_0,7,B0,410030,53,27,Square,"{""X"":53,""Y"":27}",2,180
db_area_41001_deploy_location.xlsm,b_0,8,B0,410030,49,28,Square,"{""X"":49,""Y"":28}",2,180
db_area_41001_deploy_location.xlsm,b_0,9,A0,410020,68,35,Square,"{""X"":68,""Y"":35}",2,180
db_area_41001_deploy_location.xlsm,b_0,10,A0,410020,72,25,Square,"{""X"":72,""Y"":25}",2,180
db_area_41001_deploy_location.xlsm,b_0,11,A0,410020,55,11,Square,"{""X"":55,""Y"":11}",2,180
db_area_41001_deploy_location.xlsm,b_0,12,B0,410030,45,12,Square,"{""X"":45,""Y"":12}",2,180
db_area_41001_deploy_location.xlsm,b_0,13,B0,410030,41,11,Square,"{""X"":41,""Y"":11}",2,180
db_area_41001_deploy_location.xlsm,b_0,14,B0,410030,40,34,Square,"{""X"":40,""Y"":34}",2,180
db_area_41001_deploy_location.xlsm,b_0,15,CommonGimmick_Tower,70002,58,12,Position,"{""X"":58,""Y"":12}",0,180
db_area_41001_deploy_location.xlsm,b_0,16,CommonGimmick_Tower,70002,51,26,Position,"{""X"":51,""Y"":26}",0,180
db_area_41001_deploy_location.xlsm,b_0,17,CommonGimmick_Tower,70002,35,27,Position,"{""X"":35,""Y"":27}",0,180
db_area_41001_deploy_location.xlsm,b_0,18,CommonGimmick_Tower,70002,55,27,Position,"{""X"":55,""Y"":27}",0,180
db_area_41001_deploy_location.xlsm,b_0,19,CommonGimmick_Tower,70002,65,31,Position,"{""X"":65,""Y"":31}",0,180
